id,location,fx_version,os,version,survey_answers,number_extensions
9855,"",4.0b2,"WINNT Windows NT 5.1",1.0,"",5
9856,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
9857,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
9858,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
9859,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
9860,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",19
9861,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
9862,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
9863,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
9864,"",4.0b3,"WINNT Windows NT 5.1",1.0.1,"",4
9865,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
9866,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",3
9867,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
9868,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
9869,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
9870,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
9871,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
9872,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
9873,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
9874,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",11
9876,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
9877,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",22
9878,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
9879,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
9880,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
9881,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",9
9882,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",9
9883,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
9884,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
9885,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
9886,"",4.0b5,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
9887,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
9888,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
9889,"",3.6.12,"WINNT Windows NT 5.1",1.0.3,"",8
9890,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",2
9891,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
9892,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",1
9893,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
9894,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
9895,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
9896,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
9897,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
9898,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
9899,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
9900,"",4.0b2,"WINNT Windows NT 6.1; WOW64",1.0,"",2
9901,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",10
9902,"",3.6.12,"WINNT Windows NT 5.1",1.0.1,"",43
9903,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
9904,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
9905,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
9906,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
9907,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
9908,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",13
9909,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
9910,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",6
9911,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
9912,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
9913,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
9914,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
9915,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
9916,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
9917,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
9918,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
9919,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",15
9920,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",5
9921,"",3.6.12,"WINNT Windows NT 5.1",1.0.1,"",19
9922,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
9923,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
9924,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
9925,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",13
9926,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",10
9927,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",3
9928,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
9929,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
9930,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
9931,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",5
9932,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",5
9933,"",3.6.12,"WINNT Windows NT 6.1",1.0.1,"",33
9934,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
9935,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
9936,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",15
9937,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
9938,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",3
9939,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
9940,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",20
9941,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
9942,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
9943,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
9944,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
9945,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
9946,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
9947,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
9948,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",41
9949,"",4.0b3,"WINNT Windows NT 6.1; WOW64",1.0.1,"",5
9950,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",26
9951,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",7
9952,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
9953,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
9954,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
9955,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
9956,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
9957,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
9958,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
9960,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
9961,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",12
9962,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",11
9963,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",1
9964,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
9965,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",12
9966,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
9967,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
9968,"",3.5.13,"WINNT Windows NT 6.1",1.0.1,"",82
9969,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
9970,"",4.0b6,"Linux Linux i686",1.0.3,"",1
9971,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",17
9972,"",4.0b4,"WINNT Windows NT 6.1",1.0.2,"",6
9973,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
9974,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
9975,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
9976,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
9977,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
9978,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
9979,"",3.6.12,"WINNT Windows NT 5.1",1.0.3,"",6
9980,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
9981,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",15
9982,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
9983,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",8
9984,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
9985,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
9986,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
9987,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
9988,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
9989,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
9990,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",7
9991,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
9992,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
9993,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
9994,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",9
9995,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
9996,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",13
9997,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
9998,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
9999,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",13
10000,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10001,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
10002,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10003,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
10004,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",11
10005,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10006,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
10007,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",9
10008,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
10009,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",10
10010,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",8
10011,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
10012,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
10013,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
10014,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10015,"",4.0b7,"WINNT Windows NT 6.1",1.0.3,"",10
10016,"",4.0b8pre,"WINNT Windows NT 5.1",1.0.1,"",18
10017,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
10018,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
10019,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10020,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
10021,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
10022,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10023,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10024,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10025,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
10026,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",14
10027,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
10028,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10029,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",1
10030,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",9
10031,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10032,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10033,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10034,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
10035,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
10036,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",13
10037,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10038,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",14
10039,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10040,"",4.0b2,"Darwin Intel Mac OS X 10.6",1.0,"",2
10041,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
10042,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",8
10043,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10044,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
10045,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
10046,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",1
10047,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
10048,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
10049,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10050,"",4.0b2,"WINNT Windows NT 5.1",1.0,"",1
10051,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10052,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10053,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",12
10054,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10055,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
10056,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10057,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
10058,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10059,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",6
10060,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
10061,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",8
10062,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
10063,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10064,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10065,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",9
10066,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
10067,"",4.0b6,"WINNT Windows NT 5.0",1.0.3,"",3
10068,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
10069,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
10070,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10071,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",44
10072,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
10073,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
10074,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10075,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
10076,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",2
10077,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
10078,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
10079,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10080,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
10081,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",14
10082,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",6
10083,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10084,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",1
10085,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10086,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10087,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10088,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
10089,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
10090,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
10091,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
10093,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
10094,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
10095,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",25
10096,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10097,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",10
10098,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
10099,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
10100,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10101,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
10102,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
10103,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
10104,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",9
10105,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
10106,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10107,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10108,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
10109,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",10
10110,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10111,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",9
10112,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",8
10113,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",21
10114,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",14
10115,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
10116,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
10117,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
10118,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",3
10119,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",16
10120,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
10121,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10122,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10123,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
10124,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10125,"",4.0b2,"WINNT Windows NT 6.1",1.0,"",6
10126,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",3
10127,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",7
10128,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
10129,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",1
10130,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",10
10131,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
10132,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",14
10133,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10134,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
10135,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
10136,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",2
10137,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",9
10138,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
10139,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10140,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
10141,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",16
10142,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10143,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10144,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
10145,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",6
10146,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10147,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
10148,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",11
10149,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
10150,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
10151,"",3.6.12,"WINNT Windows NT 6.1",1.0.1,"",29
10152,"",3.6.12,"WINNT Windows NT 6.0",1.0.1,"",24
10153,"",3.6.12,"WINNT Windows NT 6.1",1.0.1,"",4
10154,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10155,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
10156,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",9
10157,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10158,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
10159,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10160,"",4.0b4,"WINNT Windows NT 6.1",1.0.2,"",3
10161,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10162,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
10163,"",4.0b2,"WINNT Windows NT 5.1",1.0,"",2
10164,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10165,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
10166,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
10167,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
10168,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
10169,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",10
10170,"",4.0b4,"WINNT Windows NT 6.0",1.0.2,"",7
10171,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
10172,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
10173,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10174,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10175,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
10176,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10177,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
10178,"",4.0b7,"Darwin Intel Mac OS X 10.6",1.0.3,"",4
10179,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",11
10180,"",4.0b4,"WINNT Windows NT 6.0",1.0.2,"",3
10181,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
10182,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",11
10183,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
10184,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
10185,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10186,"",3.6.12,"WINNT Windows NT 6.1",1.0,"",7
10187,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",11
10188,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
10189,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
10190,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
10191,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
10192,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10193,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",9
10194,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",9
10195,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",18
10196,"",4.0b4,"WINNT Windows NT 6.1",1.0.2,"",5
10197,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",9
10198,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
10199,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
10200,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10201,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
10202,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10203,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10204,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",9
10205,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10206,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10207,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10208,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10209,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",6
10210,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
10211,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
10212,"",4.0b4,"WINNT Windows NT 6.1",1.0.2,"",5
10213,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
10214,"",4.0b6,"Darwin Intel Mac OS X 10.5",1.0.3,"",6
10215,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",72
10216,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
10217,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",8
10218,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",21
10219,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
10220,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10221,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
10222,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",5
10223,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
10224,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10225,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",10
10226,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10227,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",13
10228,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.1,"",13
10229,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",2
10230,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
10231,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10232,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",8
